,Arrond,Arrond_Nom,Date_Plantation,Longitude,Latitude
85,1,Ahuntsic - Cartierville,2015-11-23,-73.642876,45.570771
127,1,Ahuntsic - Cartierville,2017-10-04,-73.672107,45.54721
201,1,Ahuntsic - Cartierville,2018-09-13,-73.725863,45.532891
202,1,Ahuntsic - Cartierville,2018-09-13,-73.725632,45.532752
204,1,Ahuntsic - Cartierville,2018-09-13,-73.725408,45.532729
224,1,Ahuntsic - Cartierville,2018-09-13,-73.725114,45.533507
225,1,Ahuntsic - Cartierville,2018-09-13,-73.725205,45.533543
227,1,Ahuntsic - Cartierville,2018-09-13,-73.725113,45.533727
228,1,Ahuntsic - Cartierville,2018-09-13,-73.724963,45.533757
257,1,Ahuntsic - Cartierville,2018-06-26,-73.652177,45.561088
259,1,Ahuntsic - Cartierville,2018-06-26,-73.652072,45.561073
313,1,Ahuntsic - Cartierville,2019-11-08,-73.635601,45.551215
366,1,Ahuntsic - Cartierville,2011-10-06,-73.665133,45.555246
367,1,Ahuntsic - Cartierville,2011-10-06,-73.665059,45.555187
375,1,Ahuntsic - Cartierville,2012-11-05,-73.663826,45.563986
376,1,Ahuntsic - Cartierville,2012-11-05,-73.663838,45.563918
379,1,Ahuntsic - Cartierville,2018-10-05,-73.642752,45.571419
380,1,Ahuntsic - Cartierville,2015-11-24,-73.642828,45.571334
381,1,Ahuntsic - Cartierville,2018-10-05,-73.642925,45.571158
383,1,Ahuntsic - Cartierville,2012-09-17,-73.706057,45.528869
385,1,Ahuntsic - Cartierville,2016-06-19,-73.706532,45.528629
431,1,Ahuntsic - Cartierville,2018-10-05,-73.642274,45.571348
437,1,Ahuntsic - Cartierville,2015-11-25,-73.641954,45.571011
448,1,Ahuntsic - Cartierville,2012-11-05,-73.663428,45.563811
474,1,Ahuntsic - Cartierville,2018-10-09,-73.636154,45.556387
475,1,Ahuntsic - Cartierville,2018-10-09,-73.634108,45.556898
476,1,Ahuntsic - Cartierville,2018-10-09,-73.635555,45.555434
477,1,Ahuntsic - Cartierville,2018-10-09,-73.634841,45.556321
478,1,Ahuntsic - Cartierville,2018-10-09,-73.634094,45.556097
479,1,Ahuntsic - Cartierville,2018-10-09,-73.635613,45.555672
480,1,Ahuntsic - Cartierville,2018-10-09,-73.635566,45.555596
481,1,Ahuntsic - Cartierville,2018-10-09,-73.634199,45.556223
482,1,Ahuntsic - Cartierville,2018-10-09,-73.634365,45.556204
483,1,Ahuntsic - Cartierville,2018-10-09,-73.633828,45.556511
486,1,Ahuntsic - Cartierville,2018-10-09,-73.633726,45.556651
488,1,Ahuntsic - Cartierville,2018-10-05,-73.641235,45.570841
489,1,Ahuntsic - Cartierville,2018-10-05,-73.641369,45.570737
490,1,Ahuntsic - Cartierville,2015-11-25,-73.642183,45.571034
491,1,Ahuntsic - Cartierville,2018-10-05,-73.64164,45.570692
492,1,Ahuntsic - Cartierville,2018-10-05,-73.641516,45.570211
493,1,Ahuntsic - Cartierville,2018-10-05,-73.642047,45.570633
494,1,Ahuntsic - Cartierville,2018-10-05,-73.643305,45.570609
495,1,Ahuntsic - Cartierville,2018-10-05,-73.643174,45.571037
496,1,Ahuntsic - Cartierville,2015-11-24,-73.643626,45.570168
505,1,Ahuntsic - Cartierville,2010-06-10,-73.667604,45.555193
506,1,Ahuntsic - Cartierville,2010-06-10,-73.66755,45.555171
517,1,Ahuntsic - Cartierville,2014-10-28,-73.650768,45.560661
541,1,Ahuntsic - Cartierville,2010-07-05,-73.704366,45.534634
561,1,Ahuntsic - Cartierville,2014-10-30,-73.653086,45.570992
562,1,Ahuntsic - Cartierville,2011-09-27,-73.653195,45.571037
563,1,Ahuntsic - Cartierville,2011-09-27,-73.653251,45.571073
567,1,Ahuntsic - Cartierville,2014-10-30,-73.653488,45.571145
581,1,Ahuntsic - Cartierville,2011-10-06,-73.663328,45.556851
599,1,Ahuntsic - Cartierville,2017-09-28,-73.662255,45.556497
605,1,Ahuntsic - Cartierville,2017-10-04,-73.661818,45.556592
620,1,Ahuntsic - Cartierville,2011-10-27,-73.664435,45.543545
623,1,Ahuntsic - Cartierville,2011-10-27,-73.664609,45.543679
658,1,Ahuntsic - Cartierville,2010-09-29,-73.665716,45.541226
659,1,Ahuntsic - Cartierville,2010-09-29,-73.665832,45.541194
661,1,Ahuntsic - Cartierville,2011-09-26,-73.648239,45.579745
663,1,Ahuntsic - Cartierville,2011-09-26,-73.648115,45.579948
671,1,Ahuntsic - Cartierville,2011-09-20,-73.64985,45.580265
672,1,Ahuntsic - Cartierville,2011-09-20,-73.649903,45.580337
673,1,Ahuntsic - Cartierville,2011-09-20,-73.649939,45.580418
680,1,Ahuntsic - Cartierville,2010-06-30,-73.691637,45.547047
682,1,Ahuntsic - Cartierville,2010-06-30,-73.691409,45.547083
683,1,Ahuntsic - Cartierville,2010-06-30,-73.691672,45.546829
691,1,Ahuntsic - Cartierville,2010-07-05,-73.715613,45.535496
692,1,Ahuntsic - Cartierville,2010-07-05,-73.715552,45.535444
697,1,Ahuntsic - Cartierville,2010-06-30,-73.733091,45.528178
701,1,Ahuntsic - Cartierville,2010-06-30,-73.732633,45.527956
703,1,Ahuntsic - Cartierville,2010-04-15,-73.636715,45.5524
704,1,Ahuntsic - Cartierville,2010-04-15,-73.636745,45.552346
705,1,Ahuntsic - Cartierville,2010-04-15,-73.636782,45.552296
706,1,Ahuntsic - Cartierville,2010-04-15,-73.636812,45.552233
707,1,Ahuntsic - Cartierville,2010-04-15,-73.636843,45.552175
708,1,Ahuntsic - Cartierville,2010-04-15,-73.636879,45.552121
709,1,Ahuntsic - Cartierville,2010-04-15,-73.636594,45.552229
710,1,Ahuntsic - Cartierville,2010-04-15,-73.636626,45.55218
711,1,Ahuntsic - Cartierville,2010-04-15,-73.636662,45.552117
712,1,Ahuntsic - Cartierville,2010-04-15,-73.63669,45.552058
713,1,Ahuntsic - Cartierville,2010-03-31,-73.636586,45.552076
714,1,Ahuntsic - Cartierville,2010-03-31,-73.636607,45.552032
715,1,Ahuntsic - Cartierville,2010-03-31,-73.636708,45.551874
716,1,Ahuntsic - Cartierville,2010-03-31,-73.636734,45.551837
717,1,Ahuntsic - Cartierville,2010-03-31,-73.636752,45.551801
718,1,Ahuntsic - Cartierville,2010-03-31,-73.636777,45.551725
719,1,Ahuntsic - Cartierville,2010-04-19,-73.636774,45.551914
720,1,Ahuntsic - Cartierville,2010-04-19,-73.636801,45.55186
721,1,Ahuntsic - Cartierville,2010-04-19,-73.63683,45.551815
722,1,Ahuntsic - Cartierville,2010-04-19,-73.63686,45.551765
723,1,Ahuntsic - Cartierville,2010-04-19,-73.636886,45.55172
724,1,Ahuntsic - Cartierville,2010-04-19,-73.636957,45.551963
725,1,Ahuntsic - Cartierville,2010-04-19,-73.637015,45.551864
726,1,Ahuntsic - Cartierville,2010-04-20,-73.637046,45.551819
727,1,Ahuntsic - Cartierville,2010-03-31,-73.637168,45.551967
728,1,Ahuntsic - Cartierville,2010-03-31,-73.637193,45.551918
729,1,Ahuntsic - Cartierville,2010-03-31,-73.637223,45.551868
730,1,Ahuntsic - Cartierville,2010-04-20,-73.637276,45.55158
731,1,Ahuntsic - Cartierville,2010-04-20,-73.637305,45.551526
732,1,Ahuntsic - Cartierville,2010-04-20,-73.637328,45.55149
733,1,Ahuntsic - Cartierville,2010-04-20,-73.637142,45.551648
734,1,Ahuntsic - Cartierville,2010-04-20,-73.637164,45.551608
735,1,Ahuntsic - Cartierville,2010-04-20,-73.637189,45.551553
736,1,Ahuntsic - Cartierville,2010-04-20,-73.637219,45.551499
737,1,Ahuntsic - Cartierville,2010-04-20,-73.637245,45.551463
738,1,Ahuntsic - Cartierville,2010-04-20,-73.636981,45.551554
739,1,Ahuntsic - Cartierville,2010-04-21,-73.637008,45.551509
740,1,Ahuntsic - Cartierville,2010-04-21,-73.637038,45.551455
741,1,Ahuntsic - Cartierville,2010-04-21,-73.637061,45.55141
742,1,Ahuntsic - Cartierville,2010-04-21,-73.636901,45.551531
743,1,Ahuntsic - Cartierville,2010-04-21,-73.636924,45.551486
744,1,Ahuntsic - Cartierville,2010-04-21,-73.636954,45.551432
745,1,Ahuntsic - Cartierville,2010-04-21,-73.636976,45.551392
746,1,Ahuntsic - Cartierville,2010-04-27,-73.642764,45.574852
747,1,Ahuntsic - Cartierville,2010-04-27,-73.642806,45.574927
748,1,Ahuntsic - Cartierville,2010-04-27,-73.642927,45.574904
749,1,Ahuntsic - Cartierville,2010-04-27,-73.643126,45.574894
750,1,Ahuntsic - Cartierville,2010-04-27,-73.643276,45.5749
751,1,Ahuntsic - Cartierville,2010-04-26,-73.646266,45.575947
752,1,Ahuntsic - Cartierville,2015-11-10,-73.646183,45.575983
753,1,Ahuntsic - Cartierville,2010-04-26,-73.646,45.575917
754,1,Ahuntsic - Cartierville,2010-05-27,-73.645988,45.575999
755,1,Ahuntsic - Cartierville,2010-07-05,-73.646581,45.576071
756,1,Ahuntsic - Cartierville,2010-04-26,-73.646083,45.57695
757,1,Ahuntsic - Cartierville,2010-04-07,-73.645967,45.577067
758,1,Ahuntsic - Cartierville,2010-04-07,-73.64591,45.577134
759,1,Ahuntsic - Cartierville,2010-04-07,-73.645855,45.577193
760,1,Ahuntsic - Cartierville,2010-04-26,-73.645806,45.577253
761,1,Ahuntsic - Cartierville,2010-04-26,-73.64575,45.577317
762,1,Ahuntsic - Cartierville,2010-04-26,-73.645697,45.57738
763,1,Ahuntsic - Cartierville,2010-04-26,-73.64525,45.57767
764,1,Ahuntsic - Cartierville,2010-04-26,-73.643933,45.577433
765,1,Ahuntsic - Cartierville,2010-04-06,-73.645083,45.576017
766,1,Ahuntsic - Cartierville,2010-04-06,-73.645185,45.575975
767,1,Ahuntsic - Cartierville,2010-04-06,-73.645246,45.575903
768,1,Ahuntsic - Cartierville,2010-04-06,-73.645256,45.575821
769,1,Ahuntsic - Cartierville,2010-04-06,-73.645217,45.57575
770,1,Ahuntsic - Cartierville,2010-04-06,-73.645134,45.575674
771,1,Ahuntsic - Cartierville,2010-04-06,-73.64503,45.575647
772,1,Ahuntsic - Cartierville,2010-04-06,-73.644905,45.575647
773,1,Ahuntsic - Cartierville,2010-07-05,-73.644214,45.57477
774,1,Ahuntsic - Cartierville,2010-06-09,-73.644033,45.575383
775,1,Ahuntsic - Cartierville,2010-05-31,-73.643917,45.575433
776,1,Ahuntsic - Cartierville,2010-05-31,-73.643872,45.575593
777,1,Ahuntsic - Cartierville,2010-05-31,-73.643933,45.57565
778,1,Ahuntsic - Cartierville,2010-05-27,-73.643793,45.57579
779,1,Ahuntsic - Cartierville,2010-05-27,-73.643747,45.57575
780,1,Ahuntsic - Cartierville,2010-05-27,-73.643567,45.575817
781,1,Ahuntsic - Cartierville,2010-05-27,-73.6436,45.575767
782,1,Ahuntsic - Cartierville,2010-09-15,-73.643483,45.57575
783,1,Ahuntsic - Cartierville,2010-09-15,-73.643517,45.575683
784,1,Ahuntsic - Cartierville,2010-09-20,-73.643417,45.575633
785,1,Ahuntsic - Cartierville,2010-09-20,-73.643473,45.575601
786,1,Ahuntsic - Cartierville,2010-09-20,-73.643568,45.575568
787,1,Ahuntsic - Cartierville,2010-09-20,-73.643644,45.575589
788,1,Ahuntsic - Cartierville,2010-09-15,-73.643702,45.575644
789,1,Ahuntsic - Cartierville,2010-09-20,-73.643596,45.575525
790,1,Ahuntsic - Cartierville,2010-09-20,-73.6435,45.575502
791,1,Ahuntsic - Cartierville,2010-09-21,-73.643411,45.575547
792,1,Ahuntsic - Cartierville,2010-09-21,-73.643333,45.5756
793,1,Ahuntsic - Cartierville,2010-09-21,-73.643317,45.575533
794,1,Ahuntsic - Cartierville,2010-09-23,-73.643117,45.5756
795,1,Ahuntsic - Cartierville,2010-09-23,-73.6432,45.575517
796,1,Ahuntsic - Cartierville,2010-09-27,-73.643391,45.575444
797,1,Ahuntsic - Cartierville,2010-09-20,-73.643566,45.57543
798,1,Ahuntsic - Cartierville,2010-09-20,-73.643652,45.575453
799,1,Ahuntsic - Cartierville,2010-09-27,-73.64346,45.575395
800,1,Ahuntsic - Cartierville,2010-09-27,-73.643259,45.575404
801,1,Ahuntsic - Cartierville,2010-09-23,-73.643083,45.575483
802,1,Ahuntsic - Cartierville,2010-09-23,-73.643133,45.575367
803,1,Ahuntsic - Cartierville,2010-09-23,-73.643017,45.575383
804,1,Ahuntsic - Cartierville,2010-09-27,-73.643233,45.575268
805,1,Ahuntsic - Cartierville,2010-09-27,-73.643325,45.575351
806,1,Ahuntsic - Cartierville,2010-09-27,-73.6435,45.575309
807,1,Ahuntsic - Cartierville,2010-09-20,-73.64361,45.575325
808,1,Ahuntsic - Cartierville,2010-06-09,-73.643717,45.57535
809,1,Ahuntsic - Cartierville,2010-09-22,-73.643616,45.575211
810,1,Ahuntsic - Cartierville,2010-06-09,-73.643677,45.57509
811,1,Ahuntsic - Cartierville,2010-09-27,-73.643532,45.575084
812,1,Ahuntsic - Cartierville,2010-09-27,-73.643438,45.575031
813,1,Ahuntsic - Cartierville,2010-09-22,-73.643343,45.575107
814,1,Ahuntsic - Cartierville,2010-09-22,-73.64315,45.5751
815,1,Ahuntsic - Cartierville,2010-09-22,-73.643133,45.575233
816,1,Ahuntsic - Cartierville,2010-09-23,-73.643,45.575267
817,1,Ahuntsic - Cartierville,2010-09-22,-73.642917,45.57525
818,1,Ahuntsic - Cartierville,2010-09-22,-73.643017,45.575183
819,1,Ahuntsic - Cartierville,2010-09-22,-73.643033,45.575067
820,1,Ahuntsic - Cartierville,2010-09-22,-73.643213,45.574965
821,1,Ahuntsic - Cartierville,2011-10-05,-73.696142,45.540649
822,1,Ahuntsic - Cartierville,2010-05-17,-73.696269,45.540654
823,1,Ahuntsic - Cartierville,2010-05-29,-73.641865,45.576472
824,1,Ahuntsic - Cartierville,2010-06-10,-73.667285,45.55537
825,1,Ahuntsic - Cartierville,2010-06-10,-73.667339,45.555288
826,1,Ahuntsic - Cartierville,2012-10-01,-73.678603,45.534585
827,1,Ahuntsic - Cartierville,2011-10-24,-73.678534,45.534631
828,1,Ahuntsic - Cartierville,2010-06-15,-73.678477,45.534647
829,1,Ahuntsic - Cartierville,2010-06-15,-73.678631,45.534529
830,1,Ahuntsic - Cartierville,2010-06-15,-73.678671,45.534468
836,1,Ahuntsic - Cartierville,2010-09-15,-73.733932,45.527751
837,1,Ahuntsic - Cartierville,2010-09-15,-73.733953,45.527631
838,1,Ahuntsic - Cartierville,2010-09-15,-73.734054,45.527608
839,1,Ahuntsic - Cartierville,2010-09-15,-73.734082,45.527696
840,1,Ahuntsic - Cartierville,2010-09-15,-73.734107,45.527571
841,1,Ahuntsic - Cartierville,2010-09-15,-73.734149,45.527577
842,1,Ahuntsic - Cartierville,2010-09-15,-73.734196,45.527694
843,1,Ahuntsic - Cartierville,2010-09-15,-73.734249,45.527637
844,1,Ahuntsic - Cartierville,2010-09-15,-73.734283,45.52767
845,1,Ahuntsic - Cartierville,2010-09-15,-73.734341,45.527629
846,1,Ahuntsic - Cartierville,2010-09-15,-73.73435,45.527655
847,1,Ahuntsic - Cartierville,2010-10-19,-73.733489,45.528361
848,1,Ahuntsic - Cartierville,2010-10-20,-73.732663,45.528921
849,1,Ahuntsic - Cartierville,2010-10-20,-73.732657,45.52901
850,1,Ahuntsic - Cartierville,2010-10-20,-73.732534,45.528884
851,1,Ahuntsic - Cartierville,2010-10-20,-73.73237,45.528715
852,1,Ahuntsic - Cartierville,2010-10-20,-73.732165,45.528819
853,1,Ahuntsic - Cartierville,2010-10-19,-73.732058,45.528765
854,1,Ahuntsic - Cartierville,2010-10-19,-73.731947,45.528667
855,1,Ahuntsic - Cartierville,2010-10-19,-73.732153,45.528524
856,1,Ahuntsic - Cartierville,2010-10-19,-73.731835,45.528607
857,1,Ahuntsic - Cartierville,2010-10-19,-73.73195,45.528522
858,1,Ahuntsic - Cartierville,2010-11-18,-73.731782,45.52836
859,1,Ahuntsic - Cartierville,2010-11-18,-73.731659,45.528482
860,1,Ahuntsic - Cartierville,2010-10-19,-73.731525,45.52843
861,1,Ahuntsic - Cartierville,2012-09-17,-73.706736,45.528593
862,1,Ahuntsic - Cartierville,2011-06-01,-73.706647,45.528661
863,1,Ahuntsic - Cartierville,2011-06-01,-73.706562,45.528728
864,1,Ahuntsic - Cartierville,2011-06-01,-73.706473,45.5288
865,1,Ahuntsic - Cartierville,2011-06-01,-73.706392,45.528863
866,1,Ahuntsic - Cartierville,2011-06-01,-73.706309,45.528931
867,1,Ahuntsic - Cartierville,2011-06-01,-73.706218,45.528999
868,1,Ahuntsic - Cartierville,2010-10-21,-73.732792,45.528979
869,1,Ahuntsic - Cartierville,2010-10-21,-73.733455,45.528266
870,1,Ahuntsic - Cartierville,2010-11-18,-73.651353,45.548629
871,1,Ahuntsic - Cartierville,2010-11-18,-73.65148,45.54869
872,1,Ahuntsic - Cartierville,2010-11-18,-73.651623,45.548706
873,1,Ahuntsic - Cartierville,2011-11-01,-73.637983,45.55387
874,1,Ahuntsic - Cartierville,2011-10-25,-73.637871,45.553843
875,1,Ahuntsic - Cartierville,2011-10-06,-73.664543,45.555296
876,1,Ahuntsic - Cartierville,2011-10-11,-73.664376,45.555373
877,1,Ahuntsic - Cartierville,2011-10-06,-73.664461,45.555394
878,1,Ahuntsic - Cartierville,2011-10-11,-73.664989,45.555664
879,1,Ahuntsic - Cartierville,2011-10-11,-73.665061,45.555669
880,1,Ahuntsic - Cartierville,2011-10-12,-73.665253,45.555591
881,1,Ahuntsic - Cartierville,2011-10-12,-73.665298,45.555519
882,1,Ahuntsic - Cartierville,2011-09-26,-73.648448,45.579821
883,1,Ahuntsic - Cartierville,2011-09-26,-73.648575,45.579825
884,1,Ahuntsic - Cartierville,2011-09-20,-73.648809,45.579843
885,1,Ahuntsic - Cartierville,2011-08-31,-73.637389,45.552036
886,1,Ahuntsic - Cartierville,2011-08-31,-73.637571,45.551862
887,1,Ahuntsic - Cartierville,2011-08-31,-73.637582,45.551934
888,1,Ahuntsic - Cartierville,2011-08-31,-73.63756,45.552084
889,1,Ahuntsic - Cartierville,2011-08-31,-73.637604,45.552117
890,1,Ahuntsic - Cartierville,2011-08-31,-73.637797,45.551921
891,1,Ahuntsic - Cartierville,2011-08-31,-73.637761,45.552043
892,1,Ahuntsic - Cartierville,2011-08-31,-73.637905,45.551983
893,1,Ahuntsic - Cartierville,2011-08-31,-73.637897,45.552044
894,1,Ahuntsic - Cartierville,2011-08-31,-73.63795,45.552018
895,1,Ahuntsic - Cartierville,2011-08-31,-73.638127,45.552027
896,1,Ahuntsic - Cartierville,2011-09-19,-73.638284,45.552162
897,1,Ahuntsic - Cartierville,2011-09-19,-73.638385,45.552109
898,1,Ahuntsic - Cartierville,2011-09-15,-73.638367,45.552212
899,1,Ahuntsic - Cartierville,2011-09-15,-73.638356,45.552334
900,1,Ahuntsic - Cartierville,2011-09-15,-73.638337,45.552366
901,1,Ahuntsic - Cartierville,2011-09-15,-73.638282,45.552376
902,1,Ahuntsic - Cartierville,2011-08-31,-73.649982,45.546476
903,1,Ahuntsic - Cartierville,2012-09-12,-73.650037,45.546494
904,1,Ahuntsic - Cartierville,2011-09-01,-73.650449,45.546833
905,1,Ahuntsic - Cartierville,2011-08-30,-73.650133,45.54655
906,1,Ahuntsic - Cartierville,2011-08-30,-73.65018,45.54653
907,1,Ahuntsic - Cartierville,2011-08-30,-73.650196,45.546557
908,1,Ahuntsic - Cartierville,2011-08-30,-73.65025,45.546548
909,1,Ahuntsic - Cartierville,2011-08-30,-73.650311,45.54656
910,1,Ahuntsic - Cartierville,2011-09-01,-73.650355,45.546588
911,1,Ahuntsic - Cartierville,2011-09-06,-73.650371,45.54667
912,1,Ahuntsic - Cartierville,2011-09-06,-73.650465,45.5467
913,1,Ahuntsic - Cartierville,2011-09-07,-73.650603,45.546675
914,1,Ahuntsic - Cartierville,2011-09-08,-73.650901,45.546837
915,1,Ahuntsic - Cartierville,2012-09-12,-73.650778,45.546693
916,1,Ahuntsic - Cartierville,2011-09-07,-73.650841,45.546734
917,1,Ahuntsic - Cartierville,2011-09-08,-73.650883,45.546711
918,1,Ahuntsic - Cartierville,2011-09-06,-73.651099,45.546798
919,1,Ahuntsic - Cartierville,2011-09-08,-73.651222,45.54692
920,1,Ahuntsic - Cartierville,2011-09-08,-73.651399,45.546883
921,1,Ahuntsic - Cartierville,2011-09-12,-73.65142,45.546904
922,1,Ahuntsic - Cartierville,2011-09-12,-73.65145,45.546907
923,1,Ahuntsic - Cartierville,2011-09-12,-73.65152,45.546933
924,1,Ahuntsic - Cartierville,2011-09-12,-73.651753,45.547037
925,1,Ahuntsic - Cartierville,2011-09-13,-73.651821,45.547034
926,1,Ahuntsic - Cartierville,2011-09-13,-73.652614,45.547255
927,1,Ahuntsic - Cartierville,2011-09-12,-73.651789,45.547097
928,1,Ahuntsic - Cartierville,2011-09-21,-73.651884,45.547115
929,1,Ahuntsic - Cartierville,2011-09-21,-73.652124,45.547098
930,1,Ahuntsic - Cartierville,2011-09-21,-73.652131,45.547142
931,1,Ahuntsic - Cartierville,2011-09-21,-73.652196,45.547124
932,1,Ahuntsic - Cartierville,2011-09-13,-73.652057,45.547143
933,1,Ahuntsic - Cartierville,2011-09-14,-73.652173,45.547167
934,1,Ahuntsic - Cartierville,2011-09-15,-73.652745,45.547296
935,1,Ahuntsic - Cartierville,2011-09-14,-73.652342,45.547149
936,1,Ahuntsic - Cartierville,2011-09-14,-73.652501,45.547205
937,1,Ahuntsic - Cartierville,2011-09-21,-73.652446,45.547219
938,1,Ahuntsic - Cartierville,2011-09-21,-73.652554,45.547234
939,1,Ahuntsic - Cartierville,2011-05-05,-73.7315,45.525034
940,1,Ahuntsic - Cartierville,2011-05-05,-73.731422,45.52502
941,1,Ahuntsic - Cartierville,2011-05-05,-73.731439,45.525068
942,1,Ahuntsic - Cartierville,2011-10-13,-73.638152,45.548323
943,1,Ahuntsic - Cartierville,2011-05-25,-73.649123,45.547853
944,1,Ahuntsic - Cartierville,2011-06-01,-73.704278,45.534802
945,1,Ahuntsic - Cartierville,2011-06-01,-73.704311,45.534771
946,1,Ahuntsic - Cartierville,2011-06-01,-73.704302,45.534739
947,1,Ahuntsic - Cartierville,2011-07-13,-73.692991,45.531627
948,1,Ahuntsic - Cartierville,2011-07-13,-73.693005,45.53169
949,1,Ahuntsic - Cartierville,2011-07-13,-73.693156,45.531604
950,1,Ahuntsic - Cartierville,2011-09-20,-73.648792,45.579996
951,1,Ahuntsic - Cartierville,2011-09-20,-73.648775,45.580064
952,1,Ahuntsic - Cartierville,2011-10-20,-73.648876,45.579965
953,1,Ahuntsic - Cartierville,2011-10-20,-73.648884,45.580032
954,1,Ahuntsic - Cartierville,2011-07-14,-73.640825,45.555139
955,1,Ahuntsic - Cartierville,2011-07-14,-73.640763,45.555175
956,1,Ahuntsic - Cartierville,2011-07-14,-73.64078,45.555238
957,1,Ahuntsic - Cartierville,2011-07-14,-73.640675,45.555239
958,1,Ahuntsic - Cartierville,2011-07-14,-73.640684,45.555279
959,1,Ahuntsic - Cartierville,2011-07-14,-73.640687,45.555324
960,1,Ahuntsic - Cartierville,2011-07-14,-73.64065,45.55545
961,1,Ahuntsic - Cartierville,2011-09-22,-73.631392,45.554225
962,1,Ahuntsic - Cartierville,2011-09-22,-73.631214,45.554087
963,1,Ahuntsic - Cartierville,2011-09-22,-73.631315,45.553977
964,1,Ahuntsic - Cartierville,2010-06-08,-73.673088,45.558402
965,1,Ahuntsic - Cartierville,2010-06-08,-73.673149,45.558437
966,1,Ahuntsic - Cartierville,2010-06-08,-73.673085,45.558459
967,1,Ahuntsic - Cartierville,2010-06-08,-73.673044,45.558546
968,1,Ahuntsic - Cartierville,2010-06-08,-73.672936,45.558609
969,1,Ahuntsic - Cartierville,2010-06-08,-73.672974,45.558659
970,1,Ahuntsic - Cartierville,2010-06-08,-73.672884,45.558714
971,1,Ahuntsic - Cartierville,2010-06-08,-73.672738,45.558848
972,1,Ahuntsic - Cartierville,2010-06-08,-73.672422,45.557899
973,1,Ahuntsic - Cartierville,2011-10-12,-73.667242,45.555456
974,1,Ahuntsic - Cartierville,2011-10-12,-73.667195,45.555529
975,1,Ahuntsic - Cartierville,2011-10-11,-73.665138,45.556719
976,1,Ahuntsic - Cartierville,2011-09-28,-73.6647,45.55659
977,1,Ahuntsic - Cartierville,2011-09-29,-73.664584,45.556641
978,1,Ahuntsic - Cartierville,2011-09-27,-73.662255,45.556715
979,1,Ahuntsic - Cartierville,2011-09-28,-73.661723,45.556537
980,1,Ahuntsic - Cartierville,2011-09-28,-73.661685,45.556453
981,1,Ahuntsic - Cartierville,2011-09-29,-73.661112,45.556277
982,1,Ahuntsic - Cartierville,2011-10-11,-73.661016,45.556259
983,1,Ahuntsic - Cartierville,2011-10-11,-73.660952,45.556281
984,1,Ahuntsic - Cartierville,2011-09-29,-73.661426,45.556015
985,1,Ahuntsic - Cartierville,2011-09-27,-73.661302,45.555962
986,1,Ahuntsic - Cartierville,2011-09-27,-73.661399,45.555571
987,1,Ahuntsic - Cartierville,2011-09-27,-73.661489,45.55552
988,1,Ahuntsic - Cartierville,2011-09-28,-73.661852,45.554841
989,1,Ahuntsic - Cartierville,2011-10-06,-73.664389,45.554363
990,1,Ahuntsic - Cartierville,2011-10-06,-73.664463,45.554442
991,1,Ahuntsic - Cartierville,2011-10-27,-73.664576,45.543696
992,1,Ahuntsic - Cartierville,2011-10-27,-73.664585,45.54368
993,1,Ahuntsic - Cartierville,2011-11-03,-73.637931,45.555359
994,1,Ahuntsic - Cartierville,2011-11-03,-73.638022,45.555383
995,1,Ahuntsic - Cartierville,2011-11-08,-73.638089,45.555318
996,1,Ahuntsic - Cartierville,2011-11-03,-73.638359,45.555484
997,1,Ahuntsic - Cartierville,2011-11-03,-73.638848,45.555623
998,1,Ahuntsic - Cartierville,2011-11-03,-73.638966,45.555655
999,1,Ahuntsic - Cartierville,2011-11-02,-73.639082,45.555686
1000,1,Ahuntsic - Cartierville,2011-11-02,-73.639229,45.555731
1001,1,Ahuntsic - Cartierville,2011-11-02,-73.639676,45.555852
1002,1,Ahuntsic - Cartierville,2011-11-02,-73.639898,45.555914
1003,1,Ahuntsic - Cartierville,2011-11-02,-73.640153,45.555982
1004,1,Ahuntsic - Cartierville,2012-09-10,-73.673283,45.556863
1005,1,Ahuntsic - Cartierville,2012-09-10,-73.673249,45.55689
1006,1,Ahuntsic - Cartierville,2012-09-10,-73.67322,45.55685
1007,1,Ahuntsic - Cartierville,2012-09-10,-73.673167,45.556872
1008,1,Ahuntsic - Cartierville,2012-09-10,-73.67308,45.556818
1009,1,Ahuntsic - Cartierville,2012-09-10,-73.672874,45.556724
1010,1,Ahuntsic - Cartierville,2012-09-10,-73.672749,45.556706
1011,1,Ahuntsic - Cartierville,2012-09-10,-73.672628,45.556688
1012,1,Ahuntsic - Cartierville,2012-09-10,-73.672514,45.556671
1013,1,Ahuntsic - Cartierville,2012-09-10,-73.672385,45.556666
1014,1,Ahuntsic - Cartierville,2012-07-05,-73.645909,45.575961
1015,1,Ahuntsic - Cartierville,2012-07-05,-73.64591,45.575881
1016,1,Ahuntsic - Cartierville,2012-07-04,-73.693726,45.538471
1017,1,Ahuntsic - Cartierville,2012-07-04,-73.694047,45.538457
1018,1,Ahuntsic - Cartierville,2012-07-04,-73.694212,45.538539
1019,1,Ahuntsic - Cartierville,2012-07-04,-73.693976,45.538962
1020,1,Ahuntsic - Cartierville,2012-07-04,-73.693953,45.53907
1021,1,Ahuntsic - Cartierville,2012-07-04,-73.694037,45.539148
1022,1,Ahuntsic - Cartierville,2012-07-05,-73.705249,45.534653
1023,1,Ahuntsic - Cartierville,2012-07-05,-73.706086,45.535078
